	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
HNSCC26_P24_D01_S325_comb	0.0	0.0	0.0	0.025889573759828033	0.0	0.0	0.0	0.5733502936121132	0.0	0.09291986366823207	0.00951203819227285	0.0	0.0	0.298083266160126	0.0	0.0	0.0	0.002308575851695382	0.0	0.0
HN25_P24_H02_S182_comb	0.0	0.0	0.024891426657266003	0.0	0.6969566019991043	0.0	0.0	0.0012748739169105758	0.0	0.024614147165014515	0.0	0.0	0.0	0.0	0.0	0.1991672907432019	0.13475647532668533	0.0	0.010498041784406371	0.0
HN26_P13_E03_S147_comb	0.0	0.0	0.0	0.0	0.0	0.09607131963224132	0.0	0.41471850066040855	0.02984306244122122	0.0	0.046148831234184534	0.015111620881904299	0.0	0.30164442122681745	0.0017366518871608403	0.0	0.0	0.0	0.03467510848191225	0.03299202472162246
HN26_P25_B03_S111_comb	0.0	0.0	0.0	0.0	0.06020258887207747	0.0	0.022386226048459076	0.5563168628476547	0.023482340294391762	0.0481471413414068	0.0	0.0	0.0	0.3248834212740019	0.0	0.017209549244119608	0.0	0.0	0.0	0.02802262179893462
HN26_P5_H08_S92_comb	0.0	0.0	0.014691798599421158	0.0	0.0	0.02100634799504491	0.0	0.1693695341264461	0.022488790782532683	0.0	0.0008085865426460504	0.27924625000001385	0.0	0.4802779016358478	0.0383776583696586	0.0	0.010418375173181855	0.0	0.026691710995098986	0.0017879716626058844
HNSCC26_P24_D02_S326_comb	0.0	0.0	0.0	0.02338208024215631	0.0	0.05642216937614656	0.06478765969996853	0.23099916699445813	0.051636862900261385	0.013513924965611837	0.0	0.06832276783817051	0.0	0.4473306889348198	0.0695080022772836	0.0	0.0	0.0	0.033456249645949274	0.0
HN26_P5_D09_S45_comb	0.0	0.0	0.0	0.0	0.0	0.051909172805269625	0.0016700689255682221	0.2312905845065175	0.0	0.0	0.060523926621486826	0.021946244430145728	0.0	0.035824297056648184	0.00678645074498921	0.0	0.2284675461939728	0.41157003458942343	0.04382896118828872	0.0
HN26_P25_A01_S97_comb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08249982518897149	0.044719069741698876	0.0	0.0	0.26564815790729956	0.0	0.612950971168766	0.01793214748466233	0.018124104312336197	0.0	0.0	0.01565102206397203	0.008255730032277545
HN26_P25_A03_S99_comb	0.0	0.0	0.0	0.037807273070841044	0.0	0.0	0.0	0.11665321984409414	0.0	0.0	0.0	0.00420375528451359	0.004882216808130717	0.34817355610884376	0.21730867899717538	0.0	0.0	0.0	0.0	0.0
HN25_P5_B12_S24_comb	0.0	0.0	0.0	0.0	0.6424784648943629	0.053501290577300964	0.06508463054845395	0.06517122410435221	0.0	0.0062095511371122875	0.057837922720432255	0.0	0.0	0.0	0.01181279743822063	0.10233044596531901	0.0	0.0	0.006501595683635953	0.0018689431295856973
HN26_P13_C04_S124_comb	0.0	0.053559146447549964	0.0	0.0	0.0	0.004428477201465494	0.0	0.5823496885186848	0.010677215504552766	0.08055657889240943	0.02715477075535871	0.0	0.0	0.06853883239790118	0.0	0.0	0.0	0.0	0.0	0.018064148770305898
HN25_P25_A12_S300_comb	0.0	0.0	0.0	0.07586111973250777	0.5287494482573158	0.0	0.00650726720101854	0.0	0.018031204680968624	0.05825366726134213	0.0	0.10481714972612242	0.028157101415674905	0.011701352687263229	0.14999682441375783	0.0	0.03846397339538225	0.0	0.0	0.0006873583899742117
HNSCC26_P12_H07_S283_comb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09736137631455934	0.013896559904438941	0.5844307409629557	0.20152405623660355	0.0	0.0	0.0	0.005750441863076303	0.05189993600293866
HN26_P25_C02_S122_comb	0.0	0.0	0.0	0.029006375218045995	0.0020251446295892293	0.012631672525766859	0.06083521507707649	0.427301089650637	0.06976217273151156	0.004077629563186236	0.07707457013124605	0.0	0.0	0.32181524219656477	0.0	0.0	0.0	0.0	0.015085817839933168	0.0
HN26_P26_F06_S354_comb	0.0	0.0	0.0	0.0	0.0	0.005109285662356438	0.0	0.6946856233380126	0.0	0.10457707551893812	0.030721935665462854	0.009322342357033896	0.0	0.05232476475660005	0.030072632203821503	0.0	0.0	0.018265419708097357	0.16069158461074826	0.0
HN25_P25_C07_S319_comb	0.001147379083259298	0.0	0.0	0.004624501980134849	0.5853912330957347	0.06761897907794602	0.09579157520844124	0.0047379769594611985	0.0	0.0017513316134962953	0.04004708198532352	0.0	0.006964370740228099	0.059650448364379376	0.0	0.1539780637681953	0.0	0.0	0.0079620770117448	0.0016060773358939772
HNSCC26_P24_C09_S321_comb	0.0	0.0	0.0	0.060919064978252134	0.016233405520697516	0.0	0.0	0.17433585149033543	0.011096924055809709	0.08868684335824283	0.0	0.1285753008596711	0.0	0.5313352443416104	0.0	0.0	0.0024199086280492776	0.0	0.0	0.0
HNSCC26_P24_B09_S309_comb	0.05508711172277588	0.0	0.0	0.0	0.060578924371973784	0.05253127362364268	0.10100215205510087	0.36636202505500215	0.012284040036434248	0.006398578017211127	0.02100278680827683	0.0	0.0	0.3239370573048615	0.0	0.010498210573175397	0.013814772632343124	0.009097332225024629	0.0537508650129179	0.0
HN26_P13_D06_S138_comb	0.0	0.0	0.006036234934417253	0.07336590621834219	0.0	0.06676413201744313	0.058355080852916956	0.4155336565095988	0.06929561673855757	0.0	0.0774794599484958	0.0	0.0	0.27418085692270505	0.07124333345393793	0.0	0.0	0.0	0.04200647470206272	0.0
HN28_P15_B12_S312_comb	0.09860824981273406	0.025037849554819205	0.0	0.5384777716413264	0.030623070349373435	0.0	0.020316807033694737	0.0	0.0	0.022904139896677007	0.0	0.00617065792133117	0.0	0.0	0.018265024407888936	0.14954215072611457	0.04580792682601504	5.2856783408102926e-05	0.02455725435168997	0.014729012822958937
HN26_P25_G03_S171_comb	0.0	0.0	0.0	0.0	0.0	0.0	0.002340787219689673	0.35540879527470154	0.0	0.0696730723904447	0.0	0.0	0.0	0.6187886609526518	0.0	0.04640473373428971	0.0	0.0	0.0	0.008503388149863391
HN26_P25_E03_S147_comb	0.0005192393660837507	0.0	0.018385907278110555	0.006382080099473768	0.012923199504374119	0.03018715608143048	0.0	0.6664165084526007	0.14055038728571176	0.0	0.0	0.0	0.04034523955967759	0.0	0.0	0.0	0.010410702635267275	0.0	0.18913603359039824	0.033644832792106213
HN26_P25_F09_S165_comb	0.0	0.0	0.0	0.0228989631769089	0.10577048454812775	0.00578587332355624	0.00259075457196757	0.2967722928943866	0.0015018692635173853	0.0822844272433393	0.0	0.0140267711155614	0.0023466030190629488	0.4397478244947506	0.12637550582458784	0.0523571413978064	0.0	0.0	0.0	0.0
HN26_P6_B02_S14_comb	0.03473886898082725	0.0	0.0006240358071743772	0.0	0.0	0.0	0.0	0.0	0.03819922716146629	0.0	0.0	0.0	0.13830515020605252	0.7503949309181094	0.02265324945146699	0.0	0.043467631332498535	0.004807360506414656	0.0	0.0
HNSCC26_P24_A09_S297_comb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6360705807839616	0.05295559933869246	0.20249317991274304	0.0	0.0	0.07810233384134621	0.05194147915475881	0.0	0.0	0.0	0.07216082026699114	0.028271545024445885	0.0
HNSCC26_P24_F11_S359_comb	0.0	0.007760934485272632	0.0	0.0	0.03831066370149395	0.0	0.048834233359843576	0.15810610270444503	0.0	0.03383650397092078	0.0	0.28546935313071464	0.0	0.47156617168459564	0.0	0.01022069382569081	0.0029232639420290123	0.0028975184304647636	0.0	0.0366434309723427
HN26_P13_B04_S112_comb	0.030249975027566076	0.05402193798806847	0.048849855002979566	0.02270837350783248	0.0024380782625886845	0.032897090538740556	0.0	0.45745434814570224	0.0016278999021436496	0.0	0.0840912279815782	0.0	0.0	0.1933812367924881	0.001674617738865977	0.0	0.004674710575959186	0.019629358213827573	0.04453307028198525	0.01726230767159504
HN25_P5_E09_S57_comb	0.0	0.0	0.0	0.06019470556839329	0.49742315747091764	0.06593913062905678	0.0	0.005723560966490706	0.020115153507868126	0.0	0.15108296641543442	0.00016665589589118365	0.0	0.0	0.026346105217973897	0.0	0.18120007379327227	0.0	0.0	0.0
HN26_P26_D03_S327_comb	0.0	0.0	0.0	0.14121867084229137	0.0	0.0	0.0	0.4926524650678285	0.0	0.11557551126912201	0.0	0.0	0.016865894077192453	0.2787547339900538	0.02919314325107191	0.0	0.0072572306315101245	0.0	0.0	0.0
HN26_P14_B04_S208_comb	0.15497932036747958	0.0	0.0	0.0	0.0	0.0	0.08209735285278988	0.0861543324656696	0.0	0.0	0.0	0.0	0.006957202274261363	0.5631738877400994	0.0	0.12949536765129976	0.0	0.017672076090252366	0.0	0.01837667939883204
HN26_P14_H03_S279_comb	0.0276085239808593	0.0	0.0	0.0	0.00554842907024109	0.025938252869961858	0.01798468399635499	0.6033612310028387	0.01594731526538578	0.08983795080352867	0.0	0.0	0.0	0.09560356671411178	0.0	0.009962305755814724	0.0	0.0	0.07972821422410449	0.030608624607946982
HN26_P25_G08_S176_comb	0.0	0.0	0.0	0.0	0.071627683067641	0.01775898446032721	0.0	0.6439772655417433	0.03002201567435614	0.024652864915864683	0.0	0.0	0.0	0.20913381279767826	0.0	0.01568327175461616	0.0	0.0013017692440774314	0.0	0.021661433696723215
HN25_P25_G12_S372_comb	0.0	0.005058866475754449	0.011280192372736654	0.06088307045011804	0.5824086792623488	0.021684995851322296	0.050269899447204475	0.06838176584161451	0.004680856920438341	0.0308536121661784	0.08744076152913904	0.001464022959911373	0.0	0.0	0.006392314664792622	0.025926371666741613	0.0	0.0	0.01913569005032937	0.0
HNSCC26_P12_F04_S256_comb	0.0	0.02411166153023983	0.0	0.0	0.03112375896279161	0.013610937564587802	0.007560602114575538	0.3650416798985192	0.0	0.0653244312826905	0.0	0.0	0.0	0.3428298964029249	0.1298438937640957	0.06914309140898894	0.0	0.0	0.02172039074693116	0.01758185042453772
HN26_P6_B05_S17_comb	0.014761567383463516	0.0	0.0	0.0	0.004334964058855545	0.0	0.011327323555774219	0.4205479106433088	0.0	0.0	0.0	0.333460419690126	0.0	0.09941465769758646	0.027600647220803257	0.0	0.0	0.0	0.0	0.0
HN26_P26_H04_S376_comb	0.0	0.0	0.0	0.03983083940011615	0.005085261735149171	0.0	0.0	0.43534704885039244	0.021560357532360838	0.030051395192449204	0.03622246830967065	0.001943572896927802	0.0	0.3065755985018718	0.23213607449782855	0.0	0.0	0.0	0.0	0.0
HN26_P5_F02_S62_comb	0.0	0.0	0.0	0.0	0.0	0.02272168462639721	0.0	0.0599258033396288	0.0	0.0	0.0	0.5070372363116127	0.0	0.47871754878947803	0.0	0.0	0.0	0.0	0.0	0.0
HN26_P14_C10_S226_comb	0.0	0.0	0.0	0.01555790355395181	0.0	0.12583006025483087	0.0	0.42530931170247127	0.022616494146154444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034004223646298945	0.01971981056226593	0.34877493556011846	0.0
HNSCC26_P24_H08_S380_comb	0.0	0.017682415901578614	0.0	0.051906789337980964	0.0	0.0	0.0	0.381193594559443	0.0	0.11814829626213041	0.05136398661879468	0.0	0.03323465320328155	0.3409827066646139	0.0	0.07849669642878078	0.04024900259347043	0.045209211437708896	0.016069507309455246	0.0
HN25_P5_D12_S48_comb	0.00723741887535854	0.0	0.0	0.0746633334310858	0.7134041647736461	0.014229966600576512	0.0	0.0	0.02366705925334643	0.0	0.0	0.0021604081717915575	0.0	0.04073562109698851	0.16588679024071512	0.0323437430031356	0.0	0.00947173501097109	0.005062140279345615	0.011244539723987826
HN25_P5_F12_S72_comb	0.0	0.0	0.0	0.0	0.020212113446823082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015681130626232206	0.9602414617388759	0.011372342067272861	0.0	0.03712448802507489
HN26_P14_C04_S220_comb	0.0	0.0	0.0	0.09886581499711912	0.02007909261984068	0.05565077464836803	0.013211822055128788	0.6159566682363878	0.0346407616108946	0.0	0.03248016426851489	0.017551026209420523	0.0	0.11852986941997162	0.010450700304528273	0.01755640219324699	0.03455223367142273	0.0018314788827632398	0.005140922759092316	0.0005862689441268114
HN26_P26_B12_S312_comb	0.0	0.0	0.0	0.0	0.04809519565650271	0.0	0.0	0.40541042322213944	0.0	0.15895249230179803	0.005789675599414321	0.0	0.030922076368437572	0.4590955463274523	0.0	0.0	0.0	0.04603746737247221	0.017478731864107377	0.0
HN25_P23_B12_S216_comb	0.016850885671694384	0.0	0.0	0.10825566562554846	0.6226380597501446	0.020774709682128273	0.10095324859976725	0.03574537913780821	0.006624879590744337	0.03616836739736056	0.0	0.008343666847836884	0.0	0.0	0.051900380869839544	0.0023898104329937255	0.0	0.0	0.004648036723425833	0.0
HN26_P25_H04_S184_comb	0.00837290216353919	0.02404712721449054	0.0	0.0	0.046989574420043104	0.01351341111593344	0.08384918537301426	0.5726407319483129	0.012954830016379135	0.0	0.03153564694412326	0.0	0.0	0.27196028542211154	0.0	0.04178345796396871	0.002743994649838996	0.012487120551537261	0.002271150510494375	0.012753741159907515
HN26_P26_D12_S336_comb	0.0	0.0	0.0	0.03639561880599211	0.0	0.012563455126912289	0.0	0.15685900715767304	0.0	0.0874393514905463	0.0	0.0	0.0	0.7653078399435238	0.0	0.0994701788885932	0.0	0.0	0.048288484260195164	0.0010823538899367787
HN26_P26_F07_S355_comb	0.0	0.0	0.0	0.034561118618696575	0.0	0.053212740314911626	0.024073714420661665	0.16308573041479132	0.06968358516179521	0.008208855314550446	0.010654088932782906	0.0	0.0	0.6415403330145439	0.012458731333836067	0.04885159729960458	0.01518511310720389	0.00394305189185535	0.040734307602368756	0.017350681720567942
HN28_P15_G07_S367_comb	0.0	0.0	0.0	0.6988778077542632	0.0	0.0	0.0	0.0	0.0	0.052454934834581426	0.0	0.08749473854408966	0.0	0.0	0.0530416539642302	0.08150452864955118	0.0	0.0	0.0	0.0
HN28_P15_F12_S360_comb	0.016728099978482996	0.018167422506911838	0.031106416484606072	0.819261130504603	0.0	0.00012663739424510022	0.05271662555429943	0.0	0.0	0.0	0.0552023455909882	0.0	0.0	0.0	0.0	0.017257420472698258	0.006810653725109204	0.041262432809108456	0.01850893749149803	0.0
HN26_P25_C12_S132_comb	0.0	0.0003280303233726596	0.0	0.026365651995436137	0.0	0.04075381132703324	0.0	0.19684332113111952	0.0279261096930597	0.011252860068734518	0.012812427805088065	0.0	0.0	0.32439848495937096	0.0	0.0	0.0	0.0361500855799609	0.33386478287024474	0.012902499086452164
HN25_P5_F09_S69_comb	0.0	0.0	0.0	0.11944478882424975	0.5169417795002963	0.0	0.0	0.03309849880759924	0.0	0.01769268876923698	0.06866308236954868	0.22416136611743198	0.0	0.0013345764696445815	0.042869976151716484	0.014890722707016125	0.0	0.0023982631537462595	0.005393955448921822	0.004458113234787017
HN25_P23_E12_S252_comb	0.0	0.0	0.015196254512825698	0.0	0.13014240389827725	0.03428074278357401	0.0	0.05594058117930835	0.0	0.02942878473094565	0.0	0.0	0.0	0.0	0.0	0.07191028821327348	0.6357076434598488	0.0	0.02014835878521153	0.006410342610859304
HN25_P24_F07_S163_comb	0.026488362942911934	0.009542788438279685	0.015368092310985088	0.013315098311894879	0.5665171120263907	0.0032733406905417176	0.17496758743159868	0.0543051629352689	0.0	0.004732322462288005	0.09991296494225169	0.0	0.0	0.009490865485881602	0.025019229993856036	0.0	0.03111645320967332	0.0038936726715074854	0.0	0.0
HN25_P23_G06_S270_comb	0.0818562084887915	0.0	0.003685219346504435	0.10154440219883085	0.5374558261724461	0.0	0.096505188737107	0.014457149555892349	0.0	0.011705912689160455	0.0	0.0	0.0	0.011410489935961221	0.011618469307096183	0.06200578888974571	0.009608741286719702	0.0	0.000656897496528233	0.0
HN25_P24_G10_S178_comb	0.0	0.0	0.0	0.0	0.7316176436913037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06715540259177218	0.09861900070692765	0.0	0.0	0.05022537952643565
HN26_P14_D05_S233_comb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3234399754437025	0.0	0.0	0.0	0.3391280003059582	0.0	0.23287814372685287	0.0	0.0	0.0	0.0	0.0	0.013251802074369125
HN26_P14_A01_S193_comb	0.007782571487407686	0.0	0.0	0.0	0.0027020284461738366	0.11494211333473872	0.0	0.6193635761771029	0.007892358352329277	0.0	0.025806397065452815	0.0	0.0031786774169671097	0.26376935424391745	0.0	0.0	0.0	0.0	0.030007765533265462	0.0
HNSCC26_P24_C10_S322_comb	0.0	0.07057020349843862	0.0	0.0	0.09673785532423793	0.0	0.0058643480427733406	0.3537782159444138	0.008914495136372297	0.018450441392790822	0.0	0.0	0.08788215427294561	0.28159840320248863	0.0	0.0	0.0	0.0	0.0	0.0
HN26_P26_H09_S381_comb	0.0	0.0	0.0	0.020305797857889576	0.003490367090592656	0.0	0.0	0.416647695597021	0.0	0.13135481832395476	0.05281993562961872	0.0	0.028188956582855387	0.30677037185364425	0.0	0.0	0.028874623499412534	0.0	0.15875152593635322	0.0
HN26_P26_B08_S308_comb	0.0	0.0	0.0	0.0	0.04481405501915532	0.03464566589762466	0.06575672846095085	0.7564429208402527	0.0010164601426503733	0.0	0.014086660470218247	0.0	0.055644774077679725	0.09972637790550538	0.0	0.010872608182910096	0.0	0.04469702146516255	0.019430574037904397	0.0021064324214572646
HN26_P25_D02_S134_comb	0.0	0.0	0.0	0.0	0.04387155515405051	0.0	0.0	0.8107584625784259	0.0	0.04856106463489153	0.011763888990491581	0.0	0.0	0.0	0.0	0.0	0.01553311252480736	0.015620597095934847	0.16396398856738714	0.02644792302610879
HN26_P26_C04_S316_comb	0.0	0.0	0.0	0.07465975623003222	0.004029916649042067	0.0	0.0	0.3308026141085943	0.009451601041962816	0.010896930970142417	0.0641119977085283	0.12593878146841225	0.0	0.40967082072236827	0.0	0.0	0.004760089923727633	0.02252011628466219	0.0	0.0
HN26_P25_B08_S116_comb	0.0	0.0	0.0	0.0	0.11476346811584039	0.061681775473995185	0.0	0.6475748369296694	0.013539471992862429	0.03440626950156314	0.0	0.008112718156585468	0.04866917893292465	0.0	0.0	0.0066790894370946175	0.0650667417131552	0.011823387500269684	0.024832754857731024	0.0
HN26_P14_B09_S213_comb	0.0	0.00187334195274289	0.013432751431999429	0.04042536106773442	0.0	0.06106297093306326	0.0	0.5513595091185038	0.057006782999906254	0.0	0.006917100683202003	0.0	0.007289914809279579	0.202081968696065	0.012475897159293337	0.08685255018370355	0.0016362047525658374	0.0	0.06321271958586576	0.009088664033453965
HN25_P23_B01_S205_comb	0.0018546510961101853	0.004317393789438545	0.0	0.042717857257404616	0.7187515580503161	0.036176020237604266	0.021895755888112937	0.013875180445524842	0.0	0.0	0.014864157061810119	0.0074690855708271974	0.0	0.0	0.03518694408078721	0.027767251880502122	0.03887384631790545	0.0	0.002459242100426916	0.003117703783669848
HN25_P5_A07_S7_comb	0.0	0.0	0.0	0.07139967374426807	0.5177693587665967	0.03788390296271221	0.08731663516811324	0.020750720937296335	0.0	0.0	0.001392001841245965	0.25956273016984016	0.0	0.0	0.07897156126108519	0.004641524999139682	0.006431324021820138	0.003608216292424292	0.005096559435490303	0.020638219962119255
HN26_P13_D01_S133_comb	0.0	0.0	0.0	0.0	0.0	0.0	0.023471562349314357	0.19461487959994128	0.052044126003423605	0.0	0.07270282445229534	0.015546815184274082	0.0	0.5487100947016794	0.013660153884193638	0.0	0.0	0.0	0.0	0.0
HN26_P6_B08_S20_comb	0.0	0.06051053914796199	0.0	0.0	0.0015605328784676696	0.0	0.0	0.9175635821983517	0.0	0.013174593754994456	0.0	0.0	0.0	0.0	0.0	0.08043317649965119	0.01305279035975284	0.0	0.0	0.028876270805112823
HN26_P5_A09_S9_comb	0.0	0.0	0.08229690539070753	0.0	0.0	0.08069762353688775	0.13765575712370542	0.33344439667358056	0.05964776020280537	0.0	0.07785549982244098	0.0	0.0	0.09502149528568182	0.0	0.051080521996607495	0.0	0.007192818060304392	0.020557132920870767	0.010265686303963736
HN26_P25_H01_S181_comb	0.0	0.0	0.0	0.0	0.007034506471313082	0.0	0.0	0.4332799165389823	0.0	0.017846299319546895	0.0	0.11720951930826748	0.0	0.376851938004758	0.20903300981365686	0.0	0.0	0.0	0.05739477762613629	0.02216884945258105
HNSCC26_P24_B11_S311_comb	0.0	0.04848100290455878	0.0	0.0063207092731634	0.004941024794647997	0.05606211433925415	0.05739012115132423	0.3239891250878061	0.021091531077457572	0.010454259721871627	0.0	0.0	0.0	0.5139232669829157	0.008700630062598953	0.009611832286870757	0.0	0.0	0.026370240902395252	0.0023321441036734053
HN26_P13_F01_S157_comb	0.0	0.0	0.0	0.007313355310069697	0.0	0.0	0.009774874915938559	0.24751366216737292	0.022231214242100002	0.050495012691747325	0.0	0.01704428889897834	0.0	0.020421158283433265	0.0	0.0	0.0	0.0	0.5907296684709082	0.0
HN26_P5_A07_S7_comb	0.0	0.0	0.0	0.027691836828688927	0.0	0.0	0.0	0.3570720847345758	0.0	0.0	0.024022436943806798	0.009561084565928355	0.0	0.27468887764482547	0.20409476398862145	0.0	0.015289726699614353	0.0	0.037576266434279214	0.0
HNSCC26_P12_F08_S260_comb	0.0038948025456774704	0.0	0.0	0.0	0.0020205381859867487	0.14365911418467908	0.0902927912109964	0.49846067563286467	0.0	0.011217771434454838	0.007899065464038981	0.004404846695064135	0.0	0.18038536272815908	0.0	0.0	0.021363399948012642	0.022761704321262205	0.07508517708946001	0.00020574725608829358
HN26_P5_G06_S78_comb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41642268164048263	0.0	0.16175188388070103	0.0	0.0	0.0	0.48544435417540477	0.0017871982829856436	0.0	0.0	0.0	0.0	0.0
HNSCC26_P24_B01_S301_comb	0.0	0.0	0.021957720731312073	0.0	0.0	0.0	0.0	0.7810752450079566	0.030940833537590133	0.05664007756236831	0.0	0.0	0.0	0.0	0.023340634360265858	0.0051829958872149934	0.0	0.007172849721326256	0.12214109947484056	0.004189897255022262
