	1	2	3	4	5	6	7	8	9	10	11	12
cell395	0.0788852	0.031585112	0.49166676	0.010978682	0.0	0.056330938	0.0	0.0	0.088111356	0.014345772	0.21673414	0.0
cell396	0.0370515	0.08314291	0.5830971	0.0	0.0	0.028634124	0.052504558	0.04632558	0.09456166	0.043100897	0.020666603	0.0060415915
cell397	0.0	0.00890786	0.67663455	0.07112914	0.012721372	0.040047575	0.032052904	0.017015938	0.06277145	0.0	0.005578954	0.090213865
cell398	0.06400629	0.076090865	0.5033635	0.07856781	0.05869833	0.063195735	0.053536344	0.0034052802	0.016349131	0.0	0.017471332	0.059561655
cell399	0.04370502	0.087039076	0.5600061	0.056593396	0.035553873	0.04715636	0.008551925	0.02191406	0.0850368	0.0032460333	0.023843503	0.0122847045
cell400	0.08986479	0.11491471	0.43460238	0.06528066	0.043830793	0.07739605	0.081972785	0.053105537	0.018980041	0.0015398886	0.0076019354	0.0046793697
cell401	0.061902024	0.014623412	0.080422066	0.111907244	0.07241549	0.44598562	0.008742722	0.061835	0.038416464	0.053986356	0.020456858	0.037042942
cell402	0.06751177	0.19991656	0.0	0.07401078	0.09026736	0.50391495	0.0018411108	0.028568156	0.0	0.055137355	0.010146526	0.0
cell403	0.0	0.0	0.020319752	0.10133334	0.0	0.5443917	0.0	0.043420333	0.09965264	0.1412754	0.0033527769	0.039573256
cell404	0.053045064	0.04120178	0.0730323	0.050441653	0.02742177	0.47511527	0.08018373	0.053980872	0.004053886	0.0	0.0046159932	0.13213995
cell405	0.02304079	0.015456632	0.029288823	0.06515658	0.034115	0.52829236	0.008913792	0.016300991	0.04299314	0.052335933	0.1685977	0.018439485
cell406	0.009037427	0.10220668	0.05861783	0.07413126	0.04201091	0.44964722	0.039917037	0.04426319	0.07889042	0.06631913	0.010267799	0.0548872
cell407	0.015332188	0.11294429	0.04959736	0.054134224	0.04363704	0.5178201	0.0073521743	0.04132209	0.0271963	0.12568219	0.0	0.0
cell408	0.042611044	0.0	0.016198942	0.0	0.031765945	0.56589687	0.0	0.0	0.086426176	0.008502785	0.16820005	0.04849018
cell409	0.05494012	0.07723644	0.045571685	0.073435575	0.038868725	0.5167654	0.07800906	0.029200077	0.042113084	0.012440374	0.0	0.03490822
cell410	0.08977175	0.0	0.09261821	0.034066778	0.047822215	0.54765266	0.044858247	0.02746906	0.038768914	0.034209162	0.0	0.06412608
cell411	0.0043930765	0.0645236	0.030444358	0.058603358	0.069790386	0.53822833	0.015015317	0.0	0.034187544	0.06976498	0.056690454	0.033100873
cell412	0.0	0.04692269	0.16004223	0.060091484	0.06117499	0.42373607	0.0978039	0.04535743	0.02679493	0.0	0.0	0.10460878
cell413	0.08494983	0.112060964	0.07719343	0.055190634	0.05772085	0.47136238	0.059613362	0.021436937	0.033766385	0.025288286	0.004234625	0.0
cell414	0.03783161	0.012724792	0.07948745	0.040876705	0.053221542	0.5403823	0.09198155	0.09652771	0.021819405	0.0	0.01611705	0.009337176
cell415	0.08818546	0.062899575	0.04122934	0.06394357	0.022726996	0.5714574	0.0	0.05297884	0.0004561752	0.052030247	0.01043948	0.037123933
cell416	0.0	0.0	0.09271331	0.075434156	0.0	0.54394543	0.02056681	0.019399386	0.05411762	0.036076885	0.0	0.19897507
cell417	0.02995373	0.09232488	0.047854427	0.08865034	0.0842521	0.49495605	0.022432089	0.03982603	0.0	0.06386344	0.003567756	0.03355391
cell418	0.026529556	0.0	0.0	0.037670173	0.0	0.5633077	0.052657194	0.026483051	0.08496997	0.046222996	0.03517422	0.103869095
cell419	0.051563412	0.059173636	0.092465416	0.07134064	0.052585706	0.46272147	0.0621521	0.047488905	0.041540764	0.0	0.015306816	0.036432855
cell420	0.06435074	0.011603128	0.06788558	0.014332485	0.07398244	0.5734579	0.0	0.0	0.044785477	0.07160454	0.014106995	0.055568133
cell421	0.041010726	0.09825092	0.072290316	0.059601683	0.082928	0.4625132	0.042244766	0.038647074	0.04112479	0.048242416	0.0073807742	0.0097362315
cell422	0.06727958	0.10335796	0.081170365	0.021044565	0.034515858	0.46806604	0.0	0.018258253	0.12527339	0.0	0.0	0.10367208
cell423	0.09602198	0.08930395	0.055403333	0.03455735	0.052371066	0.48751858	0.057927024	0.003943806	0.02117761	0.039021034	0.009575781	0.027611667
cell424	0.027873881	0.05345545	0.08923326	0.050015222	0.017359728	0.5295363	0.044735365	0.010526116	0.08445159	0.05233026	0.009277456	0.025719693
cell425	0.056367055	0.08334643	0.078366466	0.08374372	0.0	0.48813206	0.03510781	0.00463471	0.100381166	0.05149304	0.015172453	0.0
cell426	0.05250392	0.095382534	0.07470865	0.061473083	0.0362112	0.4806082	0.025876608	0.027641037	0.0062229214	0.034378324	0.090597756	0.021472655
cell427	0.034635324	0.12783341	0.028115153	0.060877144	0.032659847	0.49609664	0.088152036	0.0038316473	0.07425125	0.0	0.061615612	0.0
cell428	0.090456836	0.09190483	0.033493478	0.039605502	0.061565552	0.44870347	0.028426459	0.07965739	0.0	0.08279926	0.01554198	0.014599748
cell429	0.073650435	0.057875473	0.043311596	0.01726961	0.084494114	0.6202387	0.027158953	0.0	0.0	0.038717713	0.047466047	0.02663286
cell430	0.047765385	0.01532222	0.00809238	0.061764248	0.03324315	0.5791799	0.04923545	0.040168345	0.023357855	0.014423719	0.033171095	0.09657272
cell431	0.06473563	0.058667295	0.055510793	0.03681447	0.038020916	0.7134507	0.0	0.009024109	0.0	0.0	0.0	0.027513215
cell432	0.04472487	0.0017365544	0.058478616	0.039402287	0.03168217	0.57100224	0.0063931164	0.030486917	0.0194204	0.032119785	0.07738056	0.10131134
cell433	0.01940094	0.057168055	0.07233849	0.07544585	0.031134004	0.402718	0.059955005	0.035947215	0.103346124	0.014118304	0.1187309	0.0
cell434	0.055616938	0.039721742	0.046632707	0.051637728	0.0	0.47855917	0.051038314	0.060626592	0.100097924	0.044149723	0.023070179	0.062564075
cell435	0.029360812	0.0	0.07678133	0.13081726	0.060151633	0.4832733	0.02543157	0.014079385	0.0	0.020341545	0.1189064	0.070731424
cell436	0.07536754	0.054083396	0.013276708	0.089671545	0.0	0.5622683	0.0	0.0016119485	0.0693268	0.096893735	0.024158906	0.017760724
cell437	0.07311595	0.0	0.058437217	0.020961124	0.0	0.5542227	0.056095455	0.02839498	0.032461792	0.0	0.040153302	0.12566368
cell438	0.07599812	0.037388127	0.07068145	0.032912247	0.07899861	0.5141716	0.04504475	0.0075413925	0.0036946982	0.08645167	0.035770383	0.022400342
cell439	0.0708107	0.09860913	0.059420273	0.12641835	0.03846845	0.44088456	0.03984927	0.0021063557	0.04046965	0.04666302	0.015167375	0.0
cell440	0.0	0.0	0.034124758	0.098744124	0.0066387267	0.52785426	0.0	0.0	0.018462872	0.1677729	0.03298979	0.11589036
cell441	0.09613851	0.0	0.0754434	0.0	0.05552079	0.55431	0.030960897	0.08639988	0.0	0.028374808	0.04417501	0.045565467
cell442	0.024319366	0.016262373	0.08899016	0.0	0.032544434	0.68567777	0.0	0.0020846736	0.01078758	0.0720515	0.009410497	0.043000117
cell443	0.0	0.002518069	0.040743046	0.088872254	0.019449225	0.5339271	0.0	0.016064553	0.057313878	0.15350138	0.0	0.09572507
cell444	0.048194423	0.09535991	0.072299354	0.09504244	0.06363426	0.49676833	0.06779275	0.0013254378	0.047555104	0.0090340255	0.008199522	0.004318404
cell445	0.014380243	0.07824921	0.033272687	0.09649143	0.03966175	0.5403174	0.02902242	0.042861193	0.015325278	0.03412117	0.00627492	0.06704474
cell446	0.11928646	0.03661243	0.019744705	0.053897064	0.010880536	0.5513489	0.030032363	0.020278709	0.06611298	0.02491204	0.01886861	0.053701416
cell447	0.021883009	0.057345636	0.089822754	0.073416926	0.059743688	0.4848505	0.07471016	0.042187333	0.017791748	0.0	0.0	0.07764571
cell448	0.0214124	0.003368301	0.056923915	0.07064312	0.0060875216	0.4242279	0.027355315	0.0	0.017005166	0.023928287	0.36133447	0.0
cell449	0.04093738	0.12386103	0.027578996	0.0	0.0	0.40917656	0.0	0.058247127	0.1151381	0.22101706	0.0	0.0
cell450	0.080905005	0.080727674	0.05707644	0.0	0.050859794	0.5454166	0.024605857	0.054061648	0.021056017	0.053236082	0.0013051316	0.036339644
cell451	0.092345886	0.009148882	0.05905395	0.066141866	0.08404711	0.4519276	0.0071600243	0.0626902	0.0	0.05344669	0.009357352	0.08171074
cell452	0.04221048	0.07383199	0.08301667	0.050773714	0.048549086	0.48662958	0.049413063	0.0	0.050210062	0.07621388	0.003970852	0.018433345
cell453	0.099458404	0.07551051	0.014548114	0.026632512	0.022839522	0.49427786	0.0	0.03904163	0.04958346	0.11038668	0.06318073	0.0
cell454	0.026254795	0.0	0.07001196	0.117044814	0.026291922	0.53333735	0.081120946	0.016565375	0.06357874	0.0	0.026810685	0.06128113
cell455	0.047045365	0.07528564	0.07224611	0.053659867	0.035368662	0.5330522	0.044513155	0.026796665	0.044434987	0.02229195	0.034277797	0.019364484
cell456	0.041387834	0.06427121	0.010011593	0.1095699	0.0	0.57244223	0.03897487	0.10043883	0.04460548	0.0	0.0	0.0
cell457	0.08728611	0.094740085	0.0087404	0.02493686	0.055883784	0.5074771	0.037080623	0.08603498	0.004699831	0.04819498	0.02632517	0.045017146
cell458	0.051333144	0.053543326	0.071419135	0.067003034	0.017404245	0.50632024	0.046641085	0.025241	0.05936314	0.021180354	0.043705594	0.026022952
cell459	0.09693679	0.024825167	0.06427636	0.07481685	0.04824442	0.518251	0.015571618	0.022275776	0.0	0.023528675	0.0	0.096926644
cell460	0.037928633	0.052734047	0.072752774	0.06877317	0.055184416	0.47738567	0.03786531	0.03837129	0.016457142	0.07632592	0.009945489	0.05427667
cell461	0.02600595	0.07584543	0.07411935	0.06433157	0.06323908	0.50164044	0.07070094	0.0067572193	0.075103186	0.0	0.0	0.066155545
cell462	0.024814203	0.06364215	0.0807395	0.086717464	0.039679494	0.46900082	0.0	0.021908496	0.06224535	0.067275174	0.017879017	0.047301758
cell463	0.04694005	0.08059969	0.07401115	0.10338147	0.013606258	0.51315224	0.018000027	0.0065165698	0.066075124	0.074749894	0.02119535	0.0
cell464	0.07740705	0.027840534	0.02800191	0.041803367	0.07708067	0.5545523	0.03353853	0.05195947	0.028163165	0.0	0.007003164	0.06619057
cell465	0.06120797	0.06582061	0.04388375	0.06745568	0.05224107	0.46261948	0.05674489	0.020465586	0.041923817	0.03887368	0.030854076	0.045506563
cell466	0.04014069	0.07553421	0.051023304	0.0482822	0.005612137	0.613526	0.03628041	0.032853074	0.055236943	0.0	0.037872296	0.028831793
cell467	0.08267659	0.051540792	0.04203665	0.056880362	0.03379239	0.47699884	0.0711718	0.0142565435	0.08935252	0.03992965	0.017142933	0.03217505
cell468	0.040216893	0.0550824	0.074307255	0.053402737	0.10297484	0.4772683	0.04215077	0.029632574	0.02532128	0.057350136	0.014922014	0.035170753
cell469	0.07633197	0.032783702	0.057786606	0.07093664	0.02684154	0.48251125	0.044868104	0.029675098	0.058928017	0.023487464	0.024976006	0.065808244
cell470	0.06773863	0.0	0.05416018	0.032371312	0.06193677	0.6028597	0.03705176	0.0	0.0	0.0	0.0	0.09050499
cell471	0.050768394	0.06518876	0.06720942	0.054393817	0.03624203	0.4990818	0.028831728	0.031163549	0.06100619	0.04561391	0.018084418	0.037414286
cell472	0.05492058	0.05362918	0.06460892	0.058529366	0.08377482	0.5555558	0.059687465	0.006269947	0.0	0.027079966	0.017820898	0.01052513
cell473	0.11853358	0.07302462	0.10228158	0.0490181	0.0543997	0.4065158	0.011770846	0.05027634	0.023711208	0.07767226	0.005328428	0.020768952
cell474	0.102704525	0.11193145	0.07660385	0.03282245	0.06742069	0.41014597	0.0	0.03301459	0.0	0.17709333	0.0	0.0
cell475	0.057067297	0.069346346	0.10782708	0.07682705	0.08504739	0.4440776	0.045722753	0.011136331	0.06030315	0.0	0.008055383	0.02994304
cell476	0.07000226	0.08818263	0.013050221	0.11739161	0.10194907	0.45255643	0.05580438	0.018048074	0.008329068	0.0	0.0104931155	0.04393574
cell477	0.085694656	0.06343591	0.04933799	0.09100087	0.054334175	0.5254275	0.08246527	0.01702967	0.0	0.0	0.0	0.04643612
cell478	0.027039027	0.040581316	0.039682996	0.04718243	0.0	0.5179352	0.0	0.009318932	0.122361004	0.07253476	0.0	0.1506635
cell479	0.0	0.0	0.0	0.0	0.0	0.7669715	0.0	0.0	0.15435857	0.110930614	0.0	0.0
cell480	0.0	0.021670228	0.0	0.07286829	0.004511939	0.6031948	0.008865463	0.04455735	0.09009982	0.01773915	0.010326498	0.14396067
cell481	0.0906226	0.016858988	0.0	0.12682275	0.0	0.5866543	0.045124568	0.007413864	0.122527	0.0	0.0	0.031688787
cell482	0.08000573	0.06570147	0.10783142	0.058986448	0.027448257	0.5430704	0.030082662	0.01801973	0.0	0.066429265	0.0	0.005362716
cell483	0.0049997508	0.110498816	0.06170149	0.12564361	0.0	0.58506334	0.0	0.037764672	0.04085166	0.028155526	0.014571384	0.0
cell484	0.035182405	0.0308523	0.0	0.075792	0.009310358	0.5631465	0.0438331	0.027873375	0.07194589	0.11361747	0.023719601	0.0
cell485	0.051317926	0.07947097	0.06725491	0.06630468	0.080299996	0.47208026	0.060762577	0.027555615	0.0	0.0514056	0.0	0.03941757
cell486	0.044557065	0.03185139	0.022322213	0.073399276	0.11003863	0.5888793	0.035059024	0.05069626	0.0	0.038009077	0.0	0.0
cell487	0.107609555	0.034048833	0.0	0.11184702	0.035008613	0.576805	0.0	0.0	0.0	0.10452445	0.033307474	0.0
cell488	0.05525419	0.04651496	0.08728538	0.08754125	0.06253233	0.46963793	0.037016243	0.012891969	0.018228501	0.048797768	0.021104233	0.049688503
cell489	0.0641782	0.0033253478	0.062379286	0.050032575	0.022928657	0.5611924	0.0	0.0	0.0	0.029931469	0.13909909	0.073404156
cell490	0.011891261	0.080093816	0.034516823	0.03599122	0.0696128	0.523036	0.0	0.037358742	0.0009878639	0.14976807	0.003410967	0.058355704
cell491	0.035000525	0.08749782	0.041730493	0.07894231	0.006708072	0.52597725	0.03174279	0.04293865	0.019642644	0.060543388	0.024087796	0.03917301
cell492	0.037632275	0.04223719	0.06504333	0.0949782	0.048886582	0.43498024	0.010186677	0.0	0.0241014	0.042820353	0.14747912	0.07704484
cell493	0.06785001	0.072387435	0.039715383	0.06269935	0.06301321	0.5444306	0.07184034	0.0152978385	0.010525477	0.019811494	0.016471164	0.016572172
cell494	0.07961383	0.0673521	0.15357387	0.061357584	0.05637861	0.45748082	0.087464236	0.0	0.0	0.0	0.0068930085	0.0
cell495	0.05840461	0.057602264	0.054314952	0.07453838	0.014246308	0.5271039	0.055417527	0.024840105	0.06318085	0.0043565137	0.010933502	0.055900868
cell496	0.036423996	0.0467596	0.12388763	0.047390353	0.0	0.46251407	0.046228275	0.058887456	0.074132	0.044586733	0.008301449	0.059101425
cell497	0.03727357	0.054959778	0.09689056	0.091234475	0.15332669	0.5521541	0.0	0.0	0.0	0.053217247	0.0	0.0
cell498	0.05186908	0.062384922	0.082190305	0.09990589	0.02487536	0.51117694	0.062119704	0.01787578	0.05354518	0.008100988	0.012094794	0.03385827
cell499	0.014640933	0.09327905	0.015610938	0.036678214	0.01999377	0.57657313	0.027565308	0.0434587	0.08300545	0.069093354	0.022362664	0.0
cell500	0.09536118	0.05908969	0.068841256	0.022882342	0.017715681	0.5113784	0.05519996	0.040173862	0.026324704	0.058042645	0.006405961	0.06466465
cell501	0.06466145	0.10751782	0.06665886	0.044585958	0.03374357	0.47127157	0.092627935	0.016829241	0.0	0.010537145	0.0	0.07922343
cell502	0.018904204	0.04408046	0.034284163	0.024571922	0.032845486	0.53345126	0.05971599	0.06527704	0.03604272	0.0	0.08276981	0.055880778
cell503	0.053482886	0.080994435	0.011090886	0.042602662	0.09050332	0.4062601	0.093757175	0.04283578	0.115859285	0.0	0.054091267	0.0
cell504	0.06313072	0.083103985	0.047690425	0.09480441	0.024732519	0.55200213	0.04092362	0.0068524634	0.021401318	0.048841555	0.019672053	0.0
cell505	0.059271783	0.0790015	0.08127893	0.051999513	0.066716366	0.4909545	0.026729831	0.0	0.010192277	0.00465632	0.059311997	0.050092038
cell506	0.05499264	0.036750834	0.040776797	0.046323586	0.028237479	0.49293754	0.018342607	0.03617999	0.038530197	0.043887585	0.027017413	0.104338534
cell507	0.01671008	0.0	0.05996242	0.0	0.0495893	0.41094026	0.0	0.0	0.0	0.06822251	0.36641237	0.03282562
cell508	0.027184304	0.078045	0.1038344	0.07681552	0.010955706	0.49279174	0.016883243	0.018441034	0.09769728	0.026197288	0.020383425	0.032908157
cell509	0.032481607	0.0	0.06763768	0.055903893	0.046019062	0.6366696	0.101170346	0.043358613	0.0	0.0	0.0036412128	0.029530829
cell510	0.060557853	0.061785705	0.051861804	0.055993445	0.046454012	0.5378051	0.04344074	0.0036965935	0.026181625	0.04810885	0.062150307	0.0021809565
cell511	0.0	0.042814385	0.0	0.004859963	0.0	0.47984606	0.0	0.0	0.11683609	0.0	0.3881593	0.02749906
cell512	0.08839088	0.06746997	0.079371266	0.034914933	0.0	0.4871955	0.008696542	0.057648297	0.10205571	0.04635349	0.020487452	0.0
cell513	0.07681162	0.12187478	0.046238463	0.09094335	0.06849716	0.47721702	0.05162103	0.0005716927	0.031436104	0.012894359	0.0001839562	0.00041302337
cell514	0.0533775	0.061918776	0.043570023	0.070083246	0.01367404	0.46627584	0.047430795	0.016934153	0.07185648	0.0424143	0.071964264	0.03087744
cell515	0.058283634	0.056989945	0.07004488	0.05397457	0.0	0.5232179	0.05628239	0.0	0.10800726	0.027269868	0.017572172	0.025224198
cell516	0.00032506813	0.005725436	0.06758034	0.09483937	0.04928287	0.5664485	0.0072481898	0.008875491	0.0	0.009960595	0.15516548	0.036019262
cell517	0.02995656	0.054261226	0.019654943	0.07970361	0.0657745	0.5688363	0.04076397	0.036967278	0.025294444	0.039315876	0.009209861	0.036943503
cell518	0.062343206	0.047298867	0.09876739	0.07759444	0.061862655	0.42033583	0.062053096	0.009177144	0.03158879	0.06019452	0.010901366	0.06375968
cell519	0.08405565	0.07545374	0.082417674	0.02262943	0.0	0.44640857	0.032899648	0.04536041	0.0734566	0.0	0.062242728	0.08020106
cell520	0.057499014	0.07604579	0.091547705	0.042669598	0.04902843	0.47607028	0.035519972	0.0086549595	0.067458004	0.05893575	0.0061533176	0.016751336
cell521	0.0	0.00901975	0.0	0.0	0.0	0.5827622	0.0	0.0	0.0	0.053315606	0.35874036	0.0
cell522	0.09471352	0.092549615	0.0786856	0.09153448	0.06434869	0.451795	0.01937327	0.045127757	0.037737407	0.017411629	0.0047100326	0.0
cell523	0.01704585	0.05868443	0.0594027	0.04049219	0.01061513	0.46538496	0.022681331	0.0	0.006020035	0.0	0.31503645	0.0032511482
cell524	0.039303087	0.030851739	0.06840254	0.052986912	0.012380578	0.3888691	0.0	0.005495357	0.050732527	0.11825694	0.19088793	0.056459695
cell525	0.038186084	0.104753576	0.04574752	0.08621632	0.05146282	0.52261305	0.061819762	0.008833485	0.0317913	0.026911434	0.015010638	0.0
cell526	0.0	0.041811507	0.06325694	0.053932793	0.017457739	0.4989693	0.008063431	0.0	0.011682928	0.065242894	0.21184613	0.03861268
cell527	0.040345374	0.013443463	0.11701193	0.04713532	0.048745964	0.5455858	0.045287415	0.014474799	0.013390842	0.01493121	0.036668915	0.07105322
cell528	0.05288782	0.08476886	0.100118965	0.058262292	0.046794552	0.4400991	0.10028261	0.05502516	0.015796484	0.0054579587	0.037766337	0.0
cell529	0.050817855	0.06765582	0.076959975	0.048906907	0.033142995	0.42306155	0.053771053	0.045650177	0.047578417	0.092334956	0.0031677596	0.06415846
cell530	0.048557412	0.022849433	0.016651955	0.09877292	0.012588782	0.46536365	0.0068347035	0.017405147	0.12833078	0.09053128	0.013411156	0.059285123
cell531	0.09749128	0.014155043	0.0012001693	0.024875186	0.011030523	0.7910743	0.0	0.087250024	0.0	0.0	0.0014461579	0.0
cell532	0.057611875	0.0948796	0.028673407	0.07748645	0.0018939804	0.39636278	0.052854113	0.013686795	0.0	0.0	0.25850847	0.022368249
cell533	0.04376125	0.04483956	0.0874887	0.058529753	0.045135643	0.4873535	0.02302357	0.018871889	0.004456165	0.07224169	0.045523923	0.05173617
cell534	0.0788982	0.03948157	0.051636096	0.022021936	0.017203014	0.5526134	0.017789865	0.034801487	0.080753826	0.054836325	0.013791584	0.036830787
cell535	0.04667824	0.11904563	0.07282335	0.097495936	0.05355587	0.44342026	0.038826346	0.07508635	0.0	0.0	0.020357635	0.03238188
cell536	0.050727885	0.0	0.0	0.017504042	0.022921083	0.6404031	0.038769815	0.032441434	0.023989765	0.08938774	0.019362235	0.06918101
cell537	0.035900313	0.05929946	0.040585507	0.077339344	0.05123957	0.52147275	0.025857493	0.01230165	0.045839246	0.087159365	0.004293331	0.018404122
cell538	0.04576446	0.021438843	0.045792293	0.07549891	0.027370851	0.49713022	0.05508293	0.06867859	0.042499244	0.014568542	0.102305055	0.0
cell539	0.043375555	0.073005565	0.06665114	0.059481792	0.023226136	0.5005031	0.060116548	0.052032378	0.062331103	0.0107971905	0.025043784	0.036379848
cell540	0.013676314	0.06536138	0.104433216	0.09364104	0.013879194	0.500703	0.029492624	0.030802326	0.09205788	0.017738217	0.013840808	0.008552031
cell541	0.036297522	0.06596228	0.043206874	0.07906686	0.032692574	0.5176883	0.03561596	0.036964603	0.07678624	0.0	0.05175276	0.0
cell542	0.03536767	0.0510435	0.12640117	0.03409793	0.045683406	0.46467736	0.081642464	0.054673813	0.042127352	0.041546512	0.00921747	0.0261069
cell543	0.032926016	0.0020415804	0.071091264	0.16433752	0.014390253	0.51650786	0.0	0.019336192	0.09804472	0.08155126	0.011588369	0.0
cell544	0.069302	0.048876498	0.063962385	0.05136477	0.04312054	0.52691877	0.037865933	0.0	0.052214023	0.018999	0.015314557	0.06258327
cell545	0.09409412	0.05424435	0.095119275	0.06906693	0.0	0.42990184	0.0	0.026152823	0.089147046	0.11954458	0.008104626	0.0
cell546	0.060401514	0.06262402	0.09439695	0.056281	0.06972959	0.472298	0.06393409	0.016180048	0.065807514	0.0	0.020217493	0.0
cell547	0.049461424	0.03412742	0.065124914	0.08176268	0.06056231	0.51645786	0.036094267	0.0	0.06773056	0.0	0.0	0.09207282
cell548	0.0	0.03547665	0.0	0.08913091	0.0	0.5747752	0.0	0.040450715	0.09504851	0.08712138	0.0	0.07087248
cell549	0.02953316	0.09942396	0.028481863	0.051718857	0.08024305	0.55455893	0.0	0.0	0.0	0.050277878	0.04571449	0.07268458
cell550	0.041923255	0.09417067	0.07615553	0.064049	0.04498304	0.51863074	0.0035011997	0.020193547	0.0	0.08588344	0.017387597	0.022335742
cell551	0.07105939	0.06772314	0.06770477	0.0288628	0.057273235	0.50032306	0.0	0.006736455	0.0	0.12964074	0.040504422	0.02630556
cell552	0.029659405	0.03075125	0.032700192	0.04821827	0.016149752	0.5495183	0.023693856	0.024715016	0.08627704	0.021481058	0.060928624	0.071864046
cell553	0.057887714	0.051916476	0.058213983	0.06938023	0.0	0.49967974	0.0028679178	0.030436372	0.07061238	0.066659264	0.01630907	0.054661963
cell554	0.05833626	0.09089785	0.060369942	0.028287139	0.059191518	0.52861303	0.037037093	0.02991649	0.041815825	0.045286067	0.00825693	0.0009394703
cell555	0.030374417	0.06521044	0.025135497	0.031408936	0.0	0.48188713	0.030207442	0.0	0.10328606	0.023851207	0.12091779	0.07773143
cell556	0.040043924	0.038719244	0.0648721	0.033840273	0.03902604	0.5368198	0.050134398	0.024573425	0.00018144077	0.07519662	0.018790085	0.06479211
cell557	0.09900871	0.059513655	0.08224543	0.0365337	0.0052365945	0.48702154	0.0	0.06380024	0.07125937	0.034422886	0.010957782	0.033975296
cell558	0.06911432	0.078629695	0.049506675	0.072664805	0.049026612	0.46002725	0.028612357	0.03752092	0.004446785	0.06370046	0.027220426	0.040205322
cell559	0.050373644	0.0004060764	0.067759655	0.06506609	0.059629936	0.4922076	0.03594672	0.06352281	0.03228647	0.019833246	0.022750631	0.077808574
cell560	0.031129364	0.07571752	0.018804383	0.11521957	0.003823201	0.49764666	0.0090952255	0.011473281	0.048668515	0.035785764	0.15254503	0.0
cell561	0.07249673	0.04044868	0.0666488	0.078023106	0.05975415	0.49396	0.024230503	0.042942174	0.060986724	0.035369955	0.011856031	0.0329466
cell562	0.097452	0.0	0.06531646	0.025636038	0.053399388	0.42872608	0.022532484	0.09473838	0.026011484	0.075121224	0.00025181434	0.088220306
cell563	0.05306949	0.0828048	0.08490666	0.046931304	0.092212744	0.48448852	0.093237214	0.03914325	0.008485468	0.0058991904	0.0077762036	0.009885697
cell564	0.06772514	0.050886773	0.05595258	0.04615465	0.0	0.67207396	0.0	0.0	0.062574826	0.061844308	0.011618295	0.0011793291
cell565	0.0060759564	0.08007446	0.018085156	0.086716905	0.021182692	0.5539533	0.12888096	0.0602532	0.034803476	0.0	0.019180896	0.0
cell566	0.04853823	0.08065638	0.087600954	0.07530382	0.023080522	0.49830526	0.061686795	0.02090665	0.041817427	0.03207054	0.0	0.014029058
cell567	0.027856918	0.048577618	0.03734415	0.043384816	0.016036471	0.43406194	0.009588949	0.014425972	0.049016118	0.03872894	0.257309	0.022377146
cell568	0.05345955	0.07909806	0.09388208	0.03132282	0.040976923	0.52448756	0.057936028	0.020327518	0.04184513	0.024264397	0.01983852	0.009812377
cell569	0.08711117	0.08107533	0.020525366	0.0934997	0.0029856858	0.34569055	0.032313008	0.031836785	0.10386909	0.102827206	0.09541526	0.0
cell570	0.039677486	0.06414341	0.068012424	0.05353746	0.034232434	0.5252309	0.014380215	0.0	0.05715186	0.10248682	0.049592692	0.0
cell571	0.03566061	0.04372155	0.007607444	0.060522024	0.0127844345	0.474387	0.0	0.013262587	0.050261717	0.07039866	0.2199873	0.005052563
cell572	0.06838686	0.053767383	0.070004314	0.08384309	0.049411368	0.4470385	0.08251865	0.046621345	0.02335659	0.024444222	0.009339998	0.050827727
cell573	0.07774543	0.083666824	0.0965176	0.07239004	0.030533366	0.525219	0.059488792	0.0076884194	0.0	0.0	0.0037252537	0.061068542
cell574	0.11808869	0.051048063	0.042349193	0.049492937	0.0	0.50144464	0.050558917	0.02251352	0.08021036	0.006301787	0.026084295	0.059108004
cell575	0.061388068	0.06197723	0.067623615	0.09932827	0.07117765	0.48957062	0.05779829	0.0031300199	0.011501104	0.05770086	0.0034181494	0.023203127
cell576	0.049727604	0.09211083	0.05636226	0.06382284	0.026245775	0.55489	0.03248744	0.037351955	0.1009756	0.0	0.0029749868	0.0
cell577	0.007010022	0.055033688	0.05054094	0.0726161	0.0	0.53035897	0.007763922	0.0	0.061011463	0.017380055	0.16489165	0.04320193
cell578	0.09788949	0.05969886	0.060920384	0.04747645	0.02121616	0.47417018	0.058947597	0.027227597	0.07942744	0.036466766	0.0	0.032293826
cell579	0.08334836	0.058849446	0.07705795	0.062234484	0.0726803	0.48334104	0.061486688	0.03722085	0.004216068	0.017247068	0.013528962	0.026738932
cell580	0.06692043	0.08231675	0.045423042	0.047588613	0.016952373	0.54181427	0.012906806	0.047946144	0.059753813	0.07249373	0.012094228	0.0048564854
cell581	0.073028624	0.014537157	0.12456097	0.019052498	0.024601882	0.5182996	0.022829507	0.024031796	0.007011045	0.042642213	0.008802746	0.1336013
cell582	0.064578176	0.05585708	0.051565778	0.07033094	0.06992316	0.43182066	0.036068138	0.037364196	0.013612364	0.07911242	0.0058351047	0.05260983
cell583	0.06786059	0.06398312	0.05814229	0.02851171	0.0536969	0.5933878	0.017550891	0.001977314	0.0	0.0986541	0.016490132	0.0
cell584	0.0064321454	0.036666453	0.025475208	0.03756077	0.0	0.58244133	0.019593522	0.018655846	0.065828644	0.07379043	0.1362711	0.0
