	1	2	3	4	5	6	7	8	9	10	11	12
cell1902	0.06696263	0.07939092	0.05979673	0.015654992	0.4671987	0.02955319	0.06488579	0.067791745	0.088514365	0.05701855	0.0018422393	0.0
cell1903	0.06447311	0.11495317	0.073332556	0.03714487	0.4193598	0.0	0.09606673	0.044829518	0.066286065	0.02344012	0.033199143	0.0
cell1904	0.04125566	0.032686926	0.0848493	0.09662996	0.45733285	0.002653225	0.04200352	0.048849516	0.15872566	0.030244011	0.0	0.031668846
cell1905	0.03971802	0.0	0.053133506	0.0	0.57231677	0.0	0.028717946	0.014573339	0.047618687	0.0062356526	0.04841047	0.21215177
cell1906	0.07980281	0.050795905	0.0	0.019666819	0.4191295	0.015448492	0.04905719	0.08244117	0.15694493	0.0	0.12860386	0.0
cell1907	0.035979096	0.039645962	0.023889117	0.019188207	0.48574585	0.029263223	0.11340449	0.07180595	0.115743995	0.0	0.0	0.0699282
cell1908	0.090754464	0.09369131	0.10021706	0.044172518	0.529458	0.015994608	0.081857726	0.0017081907	0.07623616	0.0	0.005486512	0.0
cell1909	0.094693355	0.062181853	0.0	0.04053262	0.51846	0.033118825	0.059110783	0.036355626	0.05851573	0.07045264	0.019892631	0.0
cell1910	0.06745015	0.09802949	0.06662981	0.027664423	0.44880858	0.023240676	0.018356083	0.040276382	0.056778915	0.1299443	0.008366265	0.020040598
cell1911	0.08381392	0.06741223	0.021925887	0.04825709	0.44897968	0.052835822	0.054055866	0.048871882	0.14261097	0.041612897	0.0	0.0003365366
cell1912	0.12397249	0.12197484	0.047773913	0.05657169	0.47065532	0.012405185	0.066910945	0.051528	0.04743172	0.0030341502	0.0	0.0
cell1913	0.10691793	0.043578986	0.04246637	0.024395682	0.46546304	0.010294711	0.08392867	0.06386211	0.0694925	0.019310987	0.003130342	0.05214367
cell1914	0.028429389	0.019256955	0.013971892	0.0843035	0.5141615	0.094068676	0.0	0.02271532	0.13309051	0.05124224	0.004357733	0.015586134
cell1915	0.06448692	0.046127796	0.03946651	0.08605645	0.47666782	0.024351092	0.030241393	0.05722054	0.02744215	0.056488167	0.010311463	0.06002453
cell1916	0.054434653	0.092058524	0.0	0.0	0.66921264	0.0	0.0	0.058301587	0.099633135	0.012604001	0.0	0.0
cell1917	0.03569136	0.0	0.03436669	0.08960773	0.44076583	0.060039554	0.059898708	0.07139144	0.12026238	0.057072073	0.0	0.038993962
cell1918	0.0	0.0012286586	0.02888927	0.061636556	0.6418443	0.031383168	0.06992346	0.0332888	0.13119332	0.0	0.005405798	0.0
cell1919	0.025712557	0.07831985	0.020931693	0.042558376	0.5096723	0.011159318	0.022374013	0.03864597	0.040783558	0.07843172	0.07222518	0.041356184
cell1920	0.031443182	0.07399167	0.0	0.024372531	0.5328609	0.039598294	0.06638598	0.009054991	0.110676765	0.046448212	0.03828299	0.042322543
cell1921	0.06567221	0.046242278	0.008030728	0.0038236687	0.5356711	0.04080208	0.023821797	0.027964331	0.13045853	0.06650294	0.00858143	0.039468378
cell1922	0.025859365	0.03461264	0.028320996	0.0009256645	0.40878624	0.022230674	0.07597853	0.066338874	0.26876426	0.042523168	0.007987795	0.0
cell1923	0.06603864	0.0	0.022169363	0.010439981	0.47576258	0.07711545	0.0	0.032536045	0.035200994	0.03704124	0.13682432	0.12795757
cell1924	0.08069003	0.043392044	0.032024916	0.05395296	0.45810694	0.0	0.08674409	0.07187569	0.088721655	0.04467016	0.0063118325	0.0016549905
cell1925	0.10498041	0.05075888	0.055812664	0.034409102	0.5274265	0.008839117	0.083494894	0.033110786	0.039554257	0.0328009	0.0069977427	0.017120874
cell1926	0.08543386	0.04495865	0.06499366	0.004127211	0.5330824	0.02650154	0.08369346	0.019519009	0.03498304	0.006914004	0.0266787	0.05074982
cell1927	0.08907125	0.056222446	0.03747605	0.033089377	0.52806515	0.032856695	0.052100766	0.06308706	0.037530683	0.043655496	0.035012685	0.0
cell1928	0.06556397	0.0912961	0.0063034664	0.06674188	0.3895098	0.040346622	0.07670832	0.054742996	0.17281018	0.006998219	0.0	0.0155908195
cell1929	0.05888309	0.04327767	0.028314035	0.023730889	0.5530554	0.011214801	0.02977734	0.039473116	0.05846566	0.060443114	0.0101574315	0.06120811
cell1930	0.06984984	0.033627737	0.040737946	0.054837547	0.37933788	0.10146128	0.080461316	0.053579696	0.0145076625	0.07945739	0.01888818	0.06117251
cell1931	0.068598144	0.08910963	0.03242024	0.0	0.5596232	0.08063076	0.06883907	0.046578985	0.008796005	0.0	0.0021615648	0.029579002
cell1932	0.08712492	0.011041307	0.014210255	0.013692395	0.58130604	0.04292274	0.0	0.016105045	0.0	0.13089882	0.011396723	0.09093592
cell1933	0.051641367	0.0	0.062149815	0.053845864	0.478531	0.012417144	0.03671901	0.04624437	0.0603086	0.020219803	0.028831864	0.14777973
cell1934	0.097168274	0.045954738	0.038052298	0.008121215	0.4699157	0.019615803	0.10191399	0.053283896	0.08207196	0.0	0.027899642	0.045434132
cell1935	0.05127507	0.016086662	0.0	0.012256931	0.5798137	0.09057623	0.07459311	0.020101702	0.06271596	0.0	0.040603545	0.06147517
cell1936	0.077582486	0.10719237	0.006888156	0.11839712	0.46706223	0.059331406	0.086053975	0.028716309	0.058936596	0.01239369	0.0	0.0
cell1937	0.07142416	0.035688892	0.064471185	0.03427728	0.5072263	0.026330834	0.054975092	0.050843913	0.050670594	0.028596975	0.026961207	0.051420555
cell1938	0.033321492	0.007384364	0.02214915	0.050225805	0.43386066	0.04289207	0.050753582	0.0	0.12177561	0.08039162	0.06944826	0.07706823
cell1939	0.05913154	0.03778908	0.0	0.0	0.5935692	0.0	0.051072005	0.024726694	0.23037703	0.0	0.0	0.029829692
cell1940	0.09053336	0.018637076	0.05911089	0.04010468	0.46038982	0.04773231	0.05352401	0.067488015	0.049409203	0.058827598	0.009128826	0.03755911
cell1941	0.04694054	0.100752614	0.018342776	0.029745748	0.45591602	0.0043894826	0.0317118	0.04178101	0.10928575	0.03730745	0.12787275	0.0051891236
cell1942	0.059091028	0.0651998	0.09996049	0.11956102	0.3982335	0.024543429	0.035790674	0.02030889	0.1637926	0.019616226	0.0	0.007017564
cell1943	0.07943909	0.07567098	0.05981739	0.019119248	0.48836696	0.058772188	0.024589498	0.017484326	0.09688039	0.068054914	0.015970685	0.016166063
cell1944	0.058621977	0.0	0.11569995	0.0	0.42303744	0.033248086	0.10309846	0.04307424	0.09542517	0.0	0.032382872	0.08514607
cell1945	0.09987482	0.046999246	0.03046078	0.06186609	0.49847797	0.010574086	0.11547797	0.028026061	0.07904124	0.0	0.009021031	0.033975348
cell1946	0.05299395	0.015647486	0.055780463	0.016931035	0.4744137	0.02657994	0.077305816	0.01848086	0.14090273	0.034186296	0.018617865	0.046815027
cell1947	0.06254924	0.0048698857	0.10613456	0.0	0.5761659	0.021715626	0.059975337	0.07559297	0.0	0.014444437	0.019952135	0.06128657
cell1948	0.060946286	0.03505563	0.03291341	0.05982025	0.50190455	0.032450136	0.0	0.04099851	0.070915826	0.10724051	0.033680543	0.025245635
cell1949	0.05305258	0.07259286	0.0183706	0.052556165	0.45840245	0.0	0.047572695	0.051904295	0.10750638	0.04672022	0.09215913	0.0
cell1950	0.050597124	0.0037999167	0.0025543715	0.061639402	0.60037684	0.023544155	0.061831277	0.013431866	0.08013507	0.051415633	0.0	0.056454916
cell1951	0.055703454	0.03612907	0.0723583	0.029939553	0.47717622	0.042996984	0.018559845	0.061404247	0.08692582	0.0625089	0.0	0.04135757
cell1952	0.06351991	0.055184484	0.0608028	0.037591964	0.6661449	0.06678971	0.020858299	0.01915004	0.0	0.0	0.0004509079	0.0
cell1953	0.1006432	0.030469762	0.052750025	0.016204964	0.5493691	0.048866414	0.04137651	0.032950494	0.04263284	0.03449317	0.0	0.04020321
cell1954	0.026364695	0.0	0.050907847	0.00649822	0.64252377	0.0	0.022267615	0.03356321	0.07865721	0.10264255	0.031773347	0.0
cell1955	0.13010614	0.014170703	0.040721964	0.023044134	0.4500097	0.027654005	0.098360226	0.071703464	0.052937355	0.008591227	0.013268491	0.09987902
cell1956	0.0	0.0	0.0	0.0	0.7469279	0.0	0.0	0.0	0.0	0.07465466	0.0	0.19558565
cell1957	0.11905256	0.0052492954	0.024238786	0.0	0.50655407	0.118445	0.051830713	0.055397924	0.027616827	0.08037072	0.0	0.017187482
cell1958	0.01443751	0.05091943	0.042429686	0.006707695	0.5272421	0.0	0.016945357	0.026935773	0.09788877	0.046469197	0.1836776	0.0053292015
cell1959	0.08228817	0.0	0.013586349	0.007292625	0.48866317	0.03411145	0.024588753	0.05414633	0.16776994	0.026620403	0.002084843	0.08394703
cell1960	0.05390132	0.05513099	0.06846769	0.011380268	0.3427451	0.012529093	0.015238259	0.011753693	0.18793577	0.13306555	0.062488753	0.01436058
cell1961	0.10470549	0.04003622	0.10102106	0.0	0.46976173	0.046282474	0.06557159	0.0035997885	0.1471617	0.0	0.0457248	0.0
cell1962	0.08507026	0.09416685	0.041985966	0.0	0.47233346	0.04245261	0.025033897	0.13966306	0.015145662	0.08802032	0.014014778	0.0
cell1963	0.0666125	0.07330515	0.0369928	0.051300887	0.41853845	0.053518564	0.04049314	0.051192608	0.111614145	0.10366385	0.004500645	0.0
cell1964	0.0983991	0.04669024	0.036261536	0.039562598	0.5168732	0.035868686	0.05212054	0.045054194	0.057847586	0.006599225	0.016750164	0.043362144
cell1965	0.07483045	0.037447944	0.033954907	0.038359087	0.53616065	0.0038853376	0.042490866	0.014931056	0.106107496	0.08677373	0.020291096	0.025267856
cell1966	0.0	0.09305747	0.0	0.03841575	0.47676626	0.0	0.08811554	0.0	0.2126476	0.0	0.02220473	0.07870272
cell1967	0.080390394	0.07759228	0.027786596	0.024924593	0.4729648	0.005868752	0.13155939	0.06992505	0.06719988	0.024136038	0.028221004	0.008778807
cell1968	0.08135207	0.05461528	0.023501007	0.0	0.51068187	0.026941495	0.035118103	0.04888403	0.07739939	0.07068527	0.034295347	0.04197992
cell1969	0.08647026	0.0	0.028362114	0.021094192	0.5172092	0.016684467	0.057343252	0.05314793	0.04691216	0.06598859	0.0	0.11556044
cell1970	0.08681841	0.057367258	0.047738	0.008283894	0.5019837	0.024969397	0.05243167	0.05067409	0.050774395	0.076923475	0.010259814	0.02571461
cell1971	0.08924279	0.03869505	0.06409485	0.02188538	0.48619822	0.012109041	0.10451408	0.07701505	0.033128645	0.0	0.0057916096	0.07841593
cell1972	0.085791655	0.032401826	0.060379595	0.048948914	0.50584745	0.048645854	0.027332963	0.0033398548	0.09976057	0.051681854	0.02760939	0.012841599
cell1973	0.044967648	0.0	0.058801696	0.0	0.7056515	0.0	0.0	0.0	0.0	0.113845974	0.017096093	0.06460147
cell1974	0.0	0.0	0.007900129	0.0	0.62791485	0.0	0.026910493	0.015716758	0.095541485	0.10087286	0.13055697	0.0
cell1975	0.07817231	0.05514002	0.027266959	0.029384455	0.4809578	0.018896384	0.11664116	0.07850567	0.08142415	0.0	0.004061033	0.029097099
cell1976	0.08932021	0.064504795	0.0	0.017660301	0.5194627	0.030349351	0.044492252	0.05759647	0.09313336	0.065422304	0.028261218	0.0
cell1977	0.04386633	0.022978632	0.059299413	0.0950881	0.48601398	0.038409065	0.11605337	0.07565952	0.047940683	0.0	0.008093629	0.012702801
cell1978	0.097089134	0.05874424	0.02498337	0.020410176	0.5612359	0.0	0.04029949	0.02662716	0.010567813	0.0047534266	0.00849339	0.13023861
cell1979	0.043661125	0.017940206	0.0	0.06155865	0.5434336	0.0779311	0.0	0.071053214	0.0	0.14932914	0.02462235	0.0
cell1980	0.10879347	0.005776639	0.022902006	0.029680124	0.42753255	0.02130386	0.038557492	0.0	0.24306485	0.0870306	0.025299294	0.0
cell1981	0.06167427	0.028318107	0.03537446	0.024607426	0.5558175	0.044240173	0.048076525	0.034588102	0.06745262	0.07112335	0.013040031	0.027401421
cell1982	0.04490751	0.0837713	0.023567732	0.080919355	0.518107	0.012281488	0.048015203	0.009102236	0.06937249	0.11763077	0.0	0.0
cell1983	0.0	0.0	0.0	0.025117211	0.3887482	0.0	0.0	0.0	0.4871971	0.018276406	0.049155694	0.041101154
cell1984	0.09205032	0.09312952	0.081505686	0.022225017	0.501085	0.024500929	0.0765983	0.03641296	0.069391534	0.0	0.02582777	0.0
cell1985	0.09807123	0.045393407	0.070766576	0.021188624	0.4579466	0.057055008	0.052343044	0.06825094	0.07559986	0.003285088	0.043159846	0.03471741
cell1986	0.06563857	0.00078522344	0.040463652	0.03507946	0.44205335	0.11083113	0.0	0.05126052	0.07423468	0.086461425	0.004037939	0.08847858
cell1987	0.020869605	0.034799278	0.0683108	0.038595386	0.4915616	0.0	0.06342389	0.07050291	0.07350185	0.037158903	0.02921867	0.06879734
cell1988	0.12042521	0.036864646	0.0	0.06285877	0.4844662	0.04005001	0.03833615	0.035337087	0.08888948	0.061421417	0.0132000735	0.0
cell1989	0.06654048	0.0	0.05655065	0.0	0.73929715	0.03255726	0.0030386606	0.0	0.039475583	0.048557885	0.021020213	0.011017674
cell1990	0.06508628	0.039068032	0.05296679	0.036167677	0.58081573	0.009672504	0.043886416	0.025265036	0.047623508	0.023686154	0.033335913	0.049322944
cell1991	0.0	0.0	0.0	0.0	0.43479082	0.028516516	0.0	0.0	0.03386534	0.0651188	0.4881099	0.0
cell1992	0.12503597	0.0006966069	0.005475066	0.06057306	0.4746898	0.0056666615	0.048458267	0.056829974	0.10630059	0.02369038	0.011724352	0.06762827
cell1993	0.093724035	0.025131198	0.04413411	0.02903644	0.5795181	0.018943284	0.09141339	0.06573454	0.0	0.011882087	0.020194728	0.027031334
cell1994	0.10547387	0.05141868	0.058657058	0.012794008	0.4517051	0.049762484	0.04063932	0.021907102	0.1071187	0.038761817	0.018153673	0.035653822
cell1995	0.04667528	0.08201071	0.0027984683	0.037094977	0.5619838	0.030874364	0.046268176	0.04646184	0.062604345	0.060029045	0.018745027	0.0
cell1996	0.0868034	0.02696996	0.028935606	0.034046877	0.48095185	0.03929816	0.07101675	0.0526144	0.051749486	0.059585746	0.01525128	0.05819275
cell1997	0.04950307	0.027153637	0.02672895	0.0	0.5480303	0.033925604	0.08260148	0.08975793	0.05107407	0.0	0.015095169	0.06632064
cell1998	0.13429864	0.031982843	0.03432165	0.0047148187	0.5283146	0.018885542	0.054461718	0.04926502	0.063147	0.03588192	0.0094096195	0.04635573
cell1999	0.040406834	0.06969268	0.059348945	0.03365259	0.5444713	0.0253124	0.04822848	0.02842201	0.06989266	0.057508323	0.015279053	0.0
cell2000	0.09407577	0.043178048	0.030256223	0.0044502136	0.5116481	0.019970383	0.07166499	0.03899754	0.121169806	0.033872772	0.0	0.021981768
cell2001	0.5081185	0.001721363	0.014521325	0.03137626	0.000810923	0.12368793	0.04946432	0.042128038	0.0658053	0.05842726	0.01610716	0.07297423
cell2002	0.5370317	0.05092332	0.02431495	0.07387864	0.04841892	0.059119817	0.048703164	0.049721904	0.039321795	0.06477956	0.00895984	0.0064386064
cell2003	0.44989038	0.09433406	0.070596926	0.0	0.030411495	0.06774357	0.069603354	0.04850369	0.04464962	0.040906988	0.02364548	0.051243726
cell2004	0.5040413	0.046314128	0.031036198	0.032840256	0.069899894	0.044921078	0.07584531	0.06702369	0.0	0.030442681	0.08001986	0.0
cell2005	0.5890891	0.04809863	7.7815166e-05	0.03607351	0.095779784	0.056785703	0.06225174	0.041461095	0.028033443	0.012423341	0.0029609588	0.0426275
cell2006	0.6131155	0.05866936	0.03798163	0.0	0.01797325	0.0017787106	0.08354013	0.03960403	0.10290695	0.0	0.032328393	0.003023353
cell2007	0.51151925	0.1532752	0.017371492	0.03906057	0.014289375	0.0712626	0.05231357	0.067381226	0.0	0.0	0.0321172	0.036597937
cell2008	0.52571726	0.10245234	0.032311685	0.04298418	0.04416142	0.043533083	0.037295677	0.056539252	0.04420073	0.05139147	0.026938532	0.0
cell2009	0.5077222	0.049011942	0.04477533	0.020459915	0.06297337	0.0	0.03161603	0.046414673	0.018745802	0.015161401	0.12211476	0.06601441
cell2010	0.5577943	0.038183376	0.0	0.024467891	0.07360691	0.06867949	0.030879883	0.060688715	0.05444606	0.060621746	0.031298935	0.0043927305
cell2011	0.5167525	0.025958383	0.024530001	0.041316364	0.02839634	0.02326388	0.06635203	0.035911318	0.07515036	0.026712248	0.056811877	0.05950651
cell2012	0.6759285	0.049791258	0.000667084	0.0	0.0	0.036659434	0.11895917	0.057314046	0.04622919	0.0	0.0	0.0
cell2013	0.56256753	0.021674387	0.05442114	0.058523245	0.06660312	0.047646888	0.033413038	0.10618746	0.03172746	0.020890066	0.02570714	0.010104164
cell2014	0.46928218	0.001996755	0.038954012	0.079384446	0.039975617	0.011717655	0.06735006	0.119192496	0.09717815	0.0	0.029354755	0.059545584
cell2015	0.5963189	0.03728683	0.02629612	0.031879283	0.021498173	0.011844074	0.049644496	0.074919924	0.08644387	0.022252463	0.0009228106	0.03859514
cell2016	0.43581262	0.05216575	0.0015927166	0.048133865	0.09434532	0.06736719	0.03129344	0.09937577	0.04820265	0.035674166	0.020217992	0.041312307
cell2017	0.52796966	0.08740842	0.026409851	0.0527367	0.02969258	0.039482053	0.11144777	0.06850349	0.060593795	0.0	0.0	0.0
cell2018	0.5713879	0.057402264	0.013209356	0.0018887834	0.051713604	0.0367822	0.037263997	0.062546544	0.046974342	0.102780744	0.021817585	0.006959745
cell2019	0.4826557	0.0679948	0.0005985616	0.026455916	0.07612245	0.09174037	0.103875995	0.015754735	0.06053125	0.04843026	0.005593984	0.020642307
cell2020	0.4999291	0.024648126	0.06552283	0.062182117	0.08329684	0.032288913	0.04675555	0.0864745	0.012332674	0.051883724	0.019480491	0.01383489
cell2021	0.72303164	0.021637462	0.0	0.0	0.0526356	0.01486344	0.14267497	0.052345373	0.0	0.0	0.009293253	0.020776903
cell2022	0.52288705	0.05651497	0.03159666	0.043695174	0.048829246	0.04684181	0.07271704	0.059124403	0.047525257	0.025966914	0.0050324826	0.023230365
cell2023	0.5264347	0.030983713	0.030004447	0.018404461	0.025743648	0.054893367	0.06229597	0.076355524	0.056663297	0.07225189	0.04687896	0.0
cell2024	0.590815	0.034465488	0.017662061	0.046756636	0.10708244	0.052490264	0.011821525	0.0749885	0.015129638	0.027574962	0.012184873	0.022415303
cell2025	0.55872303	0.056086153	0.07072528	0.058572754	0.06925669	0.012464669	0.09119422	0.036314957	0.024097016	0.012930557	0.024181116	0.0
cell2026	0.527409	0.02981541	0.045175046	0.04599213	0.054615535	0.037588533	0.08592676	0.02095613	0.061129883	0.028322216	0.009436717	0.051914316
cell2027	0.4385387	0.0	0.0	0.0	0.0	0.0029950493	0.013235451	0.0	0.015141585	0.0	0.5617445	0.0
cell2028	0.70430887	0.0	0.023319695	0.06437001	0.046956338	0.0	0.049215514	0.0	0.068873875	0.0	0.014734151	0.024640594
cell2029	0.4919465	0.099848226	0.07126807	0.0	0.0741389	0.06490038	0.06272641	0.093526326	0.036736984	0.0	0.0	0.0
cell2030	0.5016005	0.046981897	0.04326334	0.02877125	0.02320588	0.00874402	0.034931585	0.049219638	0.054255232	0.054695003	0.13036875	0.017525066
cell2031	0.5293884	0.013869149	0.05060105	0.04190439	0.039342586	0.040175416	0.10303631	0.03575641	0.030487271	0.0	0.10170532	0.004133816
cell2032	0.6146196	0.030771947	0.0068805316	0.0666745	0.072123826	0.02141244	0.037889864	0.03625333	0.002754704	0.048004422	0.006055845	0.05530275
cell2033	0.43413642	0.008954239	0.015828006	0.023046833	0.069095016	0.034470476	0.06589299	0.05084018	0.03982571	0.011340841	0.21744594	0.022549884
cell2034	0.5464893	0.045320507	0.03166893	0.06333605	0.044548996	0.0021470245	0.042768188	0.027965277	0.05586096	0.09110302	0.020014048	0.040073685
cell2035	0.4909881	0.037820857	0.029305762	0.049234863	0.058276206	0.041706067	0.082005806	0.036569916	0.02151358	0.023040468	0.12257142	0.008930235
cell2036	0.5328743	0.049299218	0.019024773	0.05023911	0.08221853	0.032231845	0.008278635	0.045213018	0.06675669	0.03791953	0.06826442	0.0
cell2037	0.5714689	0.045668077	0.004538517	0.02532842	0.026875349	0.0044125426	0.05297654	0.058940656	0.0	0.027567595	0.19256514	0.0
cell2038	0.59999806	0.04611774	0.016186897	0.049835723	0.0022708285	0.017399285	0.044887386	0.066429876	0.060977582	0.01941398	0.034260336	0.032177385
cell2039	0.49326965	0.018452698	0.02116378	0.014416593	0.07419222	0.029339798	0.100624055	0.06441972	0.0036523999	0.016789684	0.1171075	0.037431143
cell2040	0.47636753	0.063547805	0.07642247	0.03612391	0.11023752	0.0019940308	0.02852239	0.05740563	0.009557892	0.08783683	0.04981576	0.0
cell2041	0.5035409	0.062455688	0.049113117	0.07950237	0.0	0.051203158	0.044457708	0.0042268145	0.12495682	0.04881358	0.010557982	0.015596014
cell2042	0.5390916	0.0	0.009435605	0.011971202	0.11152135	0.0	0.05851884	0.07025328	0.0	0.057206172	0.019796085	0.12226267
cell2043	0.45886716	0.069106065	0.022551026	0.078027844	0.15246923	0.054444525	0.060328368	0.04379551	0.0015995839	0.01945842	0.015076252	0.04442363
cell2044	0.47456363	0.06671145	0.062022068	0.025865033	0.05830511	0.056111854	0.08959349	0.07909848	0.045464553	0.015706373	0.0	0.03649027
cell2045	0.5527093	0.03898782	0.0390789	0.011250585	0.03582237	0.0653586	0.038465638	0.08515593	0.0034529436	0.088006616	0.025747804	0.0037979686
cell2046	0.5525303	0.06970936	0.00082896434	0.0	0.0	0.022646466	0.0	0.042545553	0.1496368	0.12165187	0.0	0.029501045
cell2047	0.5526185	0.032128356	0.06947016	0.038139235	0.08480814	0.021850996	0.06283983	0.05025614	0.033457458	0.01627518	0.030453794	0.024557918
cell2048	0.502253	0.063512996	0.060635857	0.049442723	0.03133232	0.03671641	0.030821677	0.038282853	0.103313975	0.077029705	0.0096865725	0.0084318435
cell2049	0.5333067	0.03677205	0.21162008	0.02736389	0.05492834	0.008653284	0.08990531	0.039063867	0.0	0.0	0.0	0.0
cell2050	0.5331892	0.0302821	0.047517456	0.08969352	0.07673631	0.045945592	0.02378455	0.042628758	0.018483168	0.015742112	0.03495585	0.03122118
cell2051	0.58700925	0.044753283	0.0	0.033331048	0.10386259	0.013001452	0.013691344	0.08659711	0.032505874	0.096330054	0.02320492	0.0
cell2052	0.5484573	0.066999786	0.019547356	0.058683146	0.052234154	0.014508225	0.026644541	0.08541494	0.0528863	0.02818117	0.014204454	0.03641309
cell2053	0.63218856	0.016114188	0.008697107	0.0	0.07333503	0.0106224995	0.040517837	0.08258125	0.087626085	0.033083525	0.013578666	0.01597946
cell2054	0.5317315	0.009581475	0.03712656	0.046191096	0.052697472	0.054855444	0.08133487	0.05473718	0.05875393	0.027557127	0.018004196	0.029162113
cell2055	0.5434102	0.112789705	0.0	0.004684363	0.0	0.03479313	0.050636947	0.024841836	0.23905867	0.0	0.0	0.0
cell2056	0.67183846	0.0	0.004625565	0.0	0.0	0.0	0.0	0.0	0.15129875	0.1330213	0.0021837696	0.056940388
cell2057	0.51504135	0.04344411	0.033741154	0.036999438	0.097009785	0.04762577	0.08526201	0.067230016	0.02707423	0.016063929	0.009948988	0.019768642
cell2058	0.5235389	0.05638285	0.04107326	0.057181593	0.05496386	0.04318325	0.05735329	0.042470008	0.04584724	0.04798998	0.0	0.036662005
cell2059	0.576498	0.044015132	0.03354718	0.012789262	0.025658475	0.043074667	0.007162253	0.045496102	0.0038645598	0.08651826	0.0063498197	0.1258949
cell2060	0.5464011	0.06994715	0.04252087	0.004611582	0.11674891	0.03484974	0.03827426	0.031029163	0.0	0.10923365	0.014122083	0.0
cell2061	0.58649284	0.0	0.009449541	0.02232432	0.045288723	0.042556245	0.04678702	0.0545528	0.0066912007	0.034232713	0.07881781	0.06535615
cell2062	0.52483743	0.03294167	0.018981175	0.04376961	0.0	0.029798493	0.004596341	0.1087528	0.0	0.05371383	0.1370304	0.046804298
cell2063	0.69844764	0.057667695	0.0	0.081895635	0.015648186	0.0	0.032988273	0.081452794	0.0032595284	0.041192796	0.014312988	0.0
cell2064	0.54125637	0.05506804	0.038830947	0.035356674	0.016386261	0.0007322018	0.0013740683	0.08860438	0.083110034	0.044096306	0.05489076	0.049739815
cell2065	0.4993299	0.05903204	0.06662447	0.067196056	0.032656167	0.014440405	0.023684153	0.062038124	0.06762783	0.04861398	0.010830756	0.043695077
cell2066	0.5254888	0.01657803	0.07381489	0.058584485	0.050693396	0.028729199	0.03642081	0.05363464	0.03354163	0.05291317	0.029716318	0.03836487
cell2067	0.5341723	0.070111595	0.03236787	0.09923364	0.07547115	0.069094464	0.0	0.044518165	0.0	0.06694862	0.019951543	0.004414192
cell2068	0.48581338	0.009979204	0.042627428	0.06509274	0.048110515	0.0406516	0.032783803	0.059388224	0.043064795	0.063908935	0.0071986117	0.10246194
cell2069	0.46527824	0.07072737	0.038917772	0.097179785	0.05209131	0.0600744	0.06939842	0.101635806	0.03478125	0.017123658	0.0	0.0
cell2070	0.5766012	0.016902542	0.038513225	0.021043107	0.043927167	0.06643995	0.056694016	0.060950834	0.060256977	0.039882086	0.025296802	0.0
cell2071	0.6680539	0.08292809	0.0	0.0046670283	0.038120758	0.009612989	0.0	0.08718907	0.0	0.07519275	0.014375167	0.0
cell2072	0.5356333	0.07646302	0.0	0.029645065	0.015039947	0.049157698	0.048500106	0.061143696	0.08850557	0.082317695	0.016419012	0.0
cell2073	0.5033214	0.03366452	0.048731893	0.028850645	0.04253942	0.06932962	0.060586978	0.061369617	0.04052195	0.028063718	0.034489997	0.04045466
cell2074	0.60060334	0.0	0.0057026916	0.0	0.0	0.055968028	0.025305161	0.0	0.08242513	0.09266924	0.005128628	0.12209779
cell2075	0.5461109	0.0	0.05010953	0.024449082	0.021305053	0.058618795	0.0	0.06792312	0.081071414	0.096688114	0.0644193	0.0
cell2076	0.49198225	0.05949045	0.053408097	0.020252539	0.06227422	0.09946696	0.102425754	0.10293207	0.010447721	0.0	0.0	0.0
cell2077	0.5231093	0.035260413	0.05409266	0.044472687	0.10495704	0.04124	0.05261492	0.044310275	0.0	0.064309046	0.014100457	0.028855588
cell2078	0.5020679	0.0752042	0.062143087	0.020875491	0.0593415	0.04646507	0.08737667	0.014065866	0.10362338	0.017464632	0.0071904724	0.017642085
cell2079	0.43647859	0.0	0.039076816	0.043765046	0.017558271	0.059306853	0.0831003	0.06850694	0.08285202	0.0010659479	0.08556107	0.07865085
cell2080	0.43391034	0.05739418	0.054940198	0.050912097	0.06293605	0.059067998	0.07377123	0.06444557	0.05301068	0.051636226	0.014614716	0.03400318
cell2081	0.5226854	0.07886699	0.040273394	0.02019112	0.0626505	0.07456671	0.026882734	0.07015331	0.0	0.11039696	0.0014563908	0.0
cell2082	0.5116428	0.095574684	0.043102562	0.0	0.062059686	0.018023664	0.09986539	0.0773971	0.051340282	0.021506421	0.015853886	0.005425747
cell2083	0.5474914	0.047610417	0.03712212	0.0422327	0.052112374	0.055800106	0.08814636	0.04485147	0.051111687	0.007950499	0.016007986	0.012805483
cell2084	0.47857615	0.028345326	0.019157855	0.048172645	0.06863842	0.059667062	0.07439341	0.06755795	0.062171794	0.01766574	0.027679607	0.032243256
cell2085	0.47930858	0.049950227	0.029195469	0.0	0.071158096	0.057785798	0.10321975	0.09119059	0.046389107	0.0	0.017554374	0.041256085
cell2086	0.5107903	0.064369135	0.03725127	0.026194312	0.04640352	0.08728578	0.050229136	0.029417994	0.08865096	0.038269635	0.018674674	0.0
cell2087	0.461654	0.033661433	0.052764922	0.024639383	0.011422409	0.08802212	0.08677326	0.06743218	0.10600402	0.0	0.058412954	0.006823546
cell2088	0.54963046	0.017459426	0.007836504	0.016007913	0.022656502	0.023262303	0.11161491	0.03883081	0.11556768	0.007348653	0.061226964	0.0068796924
